Y	X
  7.9535434e+002  1.5714200e+002
  9.9912882e+002  1.6763900e+002
  1.1052362e+003  1.6927700e+002
  1.1812048e+003  1.7109800e+002
  1.1584947e+003  1.7150200e+002
  9.8002775e+002  1.4443200e+002
  7.8143218e+002  1.2383500e+002
  8.9247740e+002  1.6631000e+002
  1.0503721e+003  1.6813700e+002
  1.1065448e+003  1.6587500e+002
  1.1303538e+003  1.6486000e+002
  1.0739292e+003  1.6300300e+002
  9.1188051e+002  1.4104700e+002
  7.3463885e+002  1.2078400e+002
  8.3233947e+002  1.5463400e+002
  1.0070616e+003  1.6401800e+002
  1.0594442e+003  1.5811700e+002
  1.1215267e+003  1.6710900e+002
  1.1003392e+003  1.6632000e+002
  8.9729699e+002  1.3177800e+002
  7.2785129e+002  1.2256300e+002
  8.5855813e+002  1.6134100e+002
  1.0367928e+003  1.6710300e+002
  1.1364361e+003  1.7051900e+002
  1.1868893e+003  1.7182600e+002
  1.1601763e+003  1.7102100e+002
  9.9222668e+002  1.4458800e+002
  7.7308082e+002  1.2181800e+002
  8.7071586e+002  1.5995900e+002
  1.0403832e+003  1.6770700e+002
  1.1291842e+003  1.6856200e+002
  1.2011294e+003  1.6815000e+002
  1.1697601e+003  1.6752400e+002
  1.0112787e+003  1.4463200e+002
  7.8434419e+002  1.2180600e+002
  8.9181261e+002  1.6035800e+002
  1.0656924e+003  1.6879600e+002
  1.1387451e+003  1.7053500e+002
  1.1813974e+003  1.6816600e+002
  9.3229233e+002  1.3041200e+002
  7.9579015e+002  1.3226700e+002
  6.9921170e+002  1.2128900e+002
  8.9133475e+002  1.6425500e+002
  1.1217075e+003  1.7350600e+002
  1.2251344e+003  1.7531100e+002
  1.2851056e+003  1.7571100e+002
  1.2324907e+003  1.7407600e+002
  1.0668681e+003  1.4789600e+002
  8.4338261e+002  1.2959700e+002
  9.6668818e+002  1.7096900e+002
  1.2021344e+003  1.8041400e+002
  1.2944118e+003  1.8176800e+002
  1.3627141e+003  1.8311500e+002
  1.3307555e+003  1.8644500e+002
  1.1930807e+003  1.6538800e+002
  9.9636500e+002  1.4599500e+002
  1.1375938e+003  1.8699000e+002
  1.3699267e+003  1.9670200e+002
  1.4420447e+003  1.9378200e+002
  1.4506186e+003  1.8811000e+002
  1.3366355e+003  1.8217000e+002
  1.1408066e+003  1.5724500e+002
  9.0683971e+002  1.3492000e+002
  1.0258625e+003  1.7769000e+002
  1.2192625e+003  1.8098800e+002
  1.2803178e+003  1.8114100e+002
  1.3630821e+003  1.8369000e+002
  1.3300454e+003  1.8123600e+002
  1.1446046e+003  1.5723100e+002
  9.0873454e+002  1.3433400e+002
  1.0320467e+003  1.7644400e+002
  1.2490315e+003  1.8832000e+002
  1.3640478e+003  1.8913200e+002
  1.4614017e+003  1.9254200e+002
  1.2210479e+003  1.5685400e+002
  1.0662333e+003  1.6000100e+002
  9.3405139e+002  1.4573100e+002
  1.1509782e+003  1.9237500e+002
  1.3982407e+003  1.9729900e+002
  1.4786141e+003  1.9930700e+002
  1.4969125e+003  1.9414700e+002
  1.3893201e+003  1.8807500e+002
  1.1855349e+003  1.6156600e+002
  9.6348340e+002  1.4300200e+002
  1.1102151e+003  1.8650500e+002
  1.3451414e+003  1.9321700e+002
  1.3961974e+003  1.9190900e+002
  1.3964314e+003  1.8627300e+002
  1.2892250e+003  1.8019200e+002
  1.0938058e+003  1.5531300e+002
  8.9822280e+002  1.3577300e+002
  9.2287547e+002  1.5664200e+002
  9.0849098e+002  1.3736600e+002
  7.0402415e+002  1.1005800e+002
  8.0392542e+002  1.4804000e+002
  9.9798649e+002  1.6431200e+002
  1.0710828e+003  1.5552700e+002
  9.7522455e+002  1.4386700e+002
  1.0418643e+003  1.6628700e+002
  1.0259015e+003  1.5173700e+002
  8.1143539e+002  1.2359876e+002
  9.6461789e+002  1.7655170e+002
  1.2002381e+003  1.9160137e+002
  1.2258701e+003  1.7168193e+002
  1.0873040e+003  1.5949704e+002
  9.8859837e+002  1.5177391e+002
  1.2107810e+003  2.0507353e+002
  1.3848234e+003  2.0869827e+002
  1.5314765e+003  2.0586953e+002
  1.4676191e+003  2.0102995e+002
  1.1995122e+003  1.6754982e+002
  9.3513115e+002  1.4517789e+002
  1.0551690e+003  1.8834941e+002
  1.2856576e+003  1.9992847e+002
  1.3995921e+003  2.0207893e+002
  1.4588439e+003  1.9954182e+002
  1.3768464e+003  1.9389522e+002
  1.1852248e+003  1.7136602e+002
  9.5547125e+002  1.4777591e+002
  1.0868162e+003  1.9237078e+002
  1.3324897e+003  1.9791850e+002
  1.3818884e+003  1.9978197e+002
  1.4177583e+003  1.9945598e+002
  1.3675316e+003  1.9519402e+002
  1.1726868e+003  1.6815494e+002
  9.1237913e+002  1.4237003e+002
  1.0471796e+003  1.8609351e+002
  1.2708816e+003  1.9186568e+002
  1.3575494e+003  1.9614000e+002
  1.4050673e+003  1.9354669e+002
  1.3253013e+003  1.8730960e+002
  1.1319647e+003  1.6097347e+002
  8.8967185e+002  1.4040221e+002
  1.0445666e+003  1.8618953e+002
  1.3023356e+003  1.9279058e+002
  1.3627749e+003  1.9309072e+002
  1.3933199e+003  1.9148944e+002
  1.3176707e+003  1.8872659e+002
  1.1391897e+003  1.6303440e+002
  9.0726691e+002  1.4162900e+002
  1.0157169e+003  1.7970615e+002
  1.2350481e+003  1.8485318e+002
  1.2368586e+003  1.8036821e+002
  1.2501561e+003  1.7696300e+002
  1.1704020e+003  1.7236118e+002
  9.6403868e+002  1.4292644e+002
  7.4239975e+002  1.2478557e+002
  8.5529091e+002  1.6376574e+002
  1.0838282e+003  1.7128675e+002
  1.1424705e+003  1.7071235e+002
  1.1969650e+003  1.7395270e+002
  1.1795446e+003  1.7661468e+002
  1.0342414e+003  1.5188989e+002
  7.8884312e+002  1.3013600e+002
  9.2070341e+002  1.7308377e+002
  1.1326498e+003  1.8038067e+002
  1.2002040e+003  1.7870984e+002
  1.2575189e+003  1.7967850e+002
  1.1749903e+003  1.7648015e+002
  1.0167816e+003  1.5319214e+002
  8.0288219e+002  1.3275559e+002
  9.3071303e+002  1.7149456e+002
  1.1405420e+003  1.7740246e+002
  1.1930471e+003  1.7803441e+002
  1.2595358e+003  1.7733871e+002
  1.1718328e+003  1.7423748e+002
  1.0326287e+003  1.5314193e+002
  8.0857161e+002  1.3182083e+002
  9.3467066e+002  1.7164325e+002
  1.1477483e+003  1.7897571e+002
  1.2137606e+003  1.7924498e+002
  1.2868847e+003  1.8082662e+002
  1.2169997e+003  1.7930771e+002
  1.0777059e+003  1.5845563e+002
  8.4520896e+002  1.3610225e+002
  9.5874961e+002  1.7177158e+002
  1.1389826e+003  1.7459426e+002
  1.0748150e+003  1.5721315e+002
  1.1251154e+003  1.7262855e+002
  1.1343199e+003  1.7521782e+002
  1.0470077e+003  1.5455007e+002
  8.1484408e+002  1.3032541e+002
  9.1061157e+002  1.6665197e+002
  1.1209844e+003  1.7786662e+002
  1.1789927e+003  1.7178070e+002
  1.0314558e+003  1.4268999e+002
  7.7757441e+002  1.2083196e+002
  6.8896018e+002  1.2424293e+002
  6.1558185e+002  1.1391885e+002
  7.1416039e+002  1.3619377e+002
  9.6840602e+002  1.6562085e+002
  1.1425645e+003  1.7457227e+002
  1.2487180e+003  1.7637674e+002
  1.2090261e+003  1.7414753e+002
  1.0350337e+003  1.5118453e+002
  8.0259701e+002  1.3050980e+002
  8.9270250e+002  1.6074066e+002
  1.1151548e+003  1.7748597e+002
  1.2147840e+003  1.8137860e+002
  1.2655200e+003  1.8091832e+002
  1.2243692e+003  1.7654206e+002
  1.0237670e+003  1.5045110e+002
  7.8516551e+002  1.2913769e+002
  9.2019985e+002  1.6998557e+002
  1.1311805e+003  1.7591320e+002
  1.2020488e+003  1.7828924e+002
  1.2750143e+003  1.7993478e+002
  1.2462654e+003  1.7941107e+002
  1.0460814e+003  1.5100030e+002
  7.9662358e+002  1.2728715e+002
  9.0175120e+002  1.6637408e+002
  1.0979523e+003  1.7332147e+002
  1.1477920e+003  1.6917184e+002
  1.2074630e+003  1.7235169e+002
  1.1963324e+003  1.7311748e+002
  1.0295052e+003  1.4605752e+002
  7.9231918e+002  1.2437685e+002
  9.2492001e+002  1.6379367e+002
  1.1415461e+003  1.7259699e+002
  1.2320905e+003  1.7456060e+002
  9.6536295e+002  1.1960001e+002
  8.4549625e+002  1.3734416e+002
  8.6158172e+002  1.4065793e+002
  7.9637751e+002  1.2655301e+002
  1.0265395e+003  1.6763379e+002
  1.2513401e+003  1.7523108e+002
  1.3095913e+003  1.7855202e+002
  1.3612774e+003  1.7860248e+002
  1.3191386e+003  1.7650124e+002
  1.1501797e+003  1.5145767e+002
  8.7969426e+002  1.2929155e+002
  9.9204388e+002  1.6764948e+002
  1.2125134e+003  1.7379130e+002
  1.3057885e+003  1.7523457e+002
  1.3206631e+003  1.6852409e+002
  1.2918181e+003  1.7217866e+002
  1.0919684e+003  1.4412399e+002
  8.2481831e+002  1.2036702e+002
  9.6831903e+002  1.6289682e+002
  1.2208083e+003  1.7484224e+002
  1.3474382e+003  1.7649991e+002
  1.4043867e+003  1.7698333e+002
  1.3514414e+003  1.7713399e+002
  1.1532603e+003  1.4879331e+002
  8.7110132e+002  1.2362829e+002
  9.9641599e+002  1.6493698e+002
  1.2406846e+003  1.7528131e+002
  1.3447690e+003  1.7793418e+002
  1.4384322e+003  1.8052670e+002
  1.3893165e+003  1.7895206e+002
  1.1676393e+003  1.4916113e+002
  8.9069608e+002  1.2594748e+002
  1.0113278e+003  1.6627548e+002
  1.2472302e+003  1.7010347e+002
  1.3550579e+003  1.7592462e+002
  1.4146616e+003  1.7117601e+002
  1.3645531e+003  1.7447584e+002
  1.1743310e+003  1.4735976e+002
  9.2014538e+002  1.2688704e+002
  1.0652833e+003  1.6655401e+002
  1.3236539e+003  1.7738122e+002
  1.4417478e+003  1.8264606e+002
  1.5461695e+003  1.8418289e+002
  1.5272088e+003  1.8708375e+002
  1.3181347e+003  1.5828443e+002
  9.9742695e+002  1.3382021e+002
  1.1612266e+003  1.7896339e+002
  1.4026099e+003  1.8317781e+002
  1.4608528e+003  1.7812972e+002
  1.4909132e+003  1.7699435e+002
  1.4802168e+003  1.8274847e+002
  1.3065754e+003  1.5693121e+002
  1.0030613e+003  1.3090959e+002
  1.1344403e+003  1.7329670e+002
  1.3714206e+003  1.7719588e+002
  1.4943527e+003  1.8446478e+002
  1.5897138e+003  1.8723934e+002
  1.5474667e+003  1.8085629e+002
  1.2957809e+003  1.5256722e+002
  9.6879473e+002  1.2699590e+002
  1.0985999e+003  1.6471560e+002
  1.3518077e+003  1.7364575e+002
  1.4574836e+003  1.7331751e+002
  1.4971180e+003  1.7351929e+002
  1.4570533e+003  1.7351760e+002
  1.2235676e+003  1.4628727e+002
  9.2236050e+002  1.2346569e+002
  1.0767187e+003  1.6645460e+002
  1.3521666e+003  1.7843005e+002
  1.4787542e+003  1.8030688e+002
  1.5542157e+003  1.7786135e+002
  1.4843610e+003  1.7790495e+002
  1.2931399e+003  1.5301154e+002
  1.0057245e+003  1.3025141e+002
  1.1807117e+003  1.7576349e+002
  1.5041068e+003  1.8480779e+002
  1.5774550e+003  1.8325999e+002
  1.6084732e+003  1.8215993e+002
  1.4988708e+003  1.8051323e+002
  1.2702679e+003  1.4935636e+002
  9.6023007e+002  1.2653640e+002
  1.1262899e+003  1.7523197e+002
  1.4493779e+003  1.8252669e+002
  1.5487466e+003  1.8129336e+002
  1.5839971e+003  1.7820560e+002
  1.3705077e+003  1.5605244e+002
  1.1787460e+003  1.4627486e+002
  9.5464306e+002  1.2848706e+002
  1.1892235e+003  1.7711883e+002
  1.5321188e+003  1.8701639e+002
  1.6473844e+003  1.8683185e+002
  1.6227823e+003  1.7772939e+002
  1.4952059e+003  1.7736992e+002
  1.2866361e+003  1.5508705e+002
  1.0293346e+003  1.3428386e+002
  1.1865535e+003  1.6779535e+002
  1.3919250e+003  1.7288378e+002
  1.4265885e+003  1.7007509e+002
  1.4403658e+003  1.6681398e+002
  1.3948581e+003  1.6629786e+002
  1.2205424e+003  1.4716575e+002
  9.5902437e+002  1.2376895e+002
  1.0271970e+003  1.4822700e+002
  1.2097861e+003  1.5941929e+002
  1.3239285e+003  1.6236946e+002
  1.4152008e+003  1.6467915e+002
  1.1599959e+003  1.3305386e+002
  1.0107924e+003  1.3617772e+002
  9.0148974e+002  1.2674475e+002
  1.0776308e+003  1.5566878e+002
  1.3292978e+003  1.6566944e+002
  1.4168548e+003  1.6955509e+002
  1.4691784e+003  1.6908060e+002
  1.4095012e+003  1.6729086e+002
  1.2603749e+003  1.5127940e+002
  1.0102430e+003  1.3009599e+002
  1.1203887e+003  1.6197585e+002
  1.3261798e+003  1.6613260e+002
  1.3755804e+003  1.6586337e+002
  1.3981099e+003  1.6284925e+002
  1.3269138e+003  1.6207381e+002
  1.1854570e+003  1.4404879e+002
  9.4218338e+002  1.2540922e+002
  1.1425522e+003  1.7192157e+002
  1.4749077e+003  1.7852356e+002
  1.6144097e+003  1.8477111e+002
  1.6715911e+003  1.8701159e+002
  1.6459942e+003  1.8888423e+002
  1.3974950e+003  1.5913411e+002
  1.0530390e+003  1.3331698e+002
  1.1800535e+003  1.7178768e+002
  1.4881405e+003  1.8605941e+002
  1.6984839e+003  1.9717878e+002
  1.8288278e+003  1.9892312e+002
  1.7479095e+003  1.9503047e+002
  1.4345563e+003  1.6186132e+002
  1.0660277e+003  1.3533233e+002
  1.2151589e+003  1.7826621e+002
  1.5118750e+003  1.8534666e+002
  1.6485182e+003  1.9055010e+002
  1.6996921e+003  1.8957028e+002
  1.6392968e+003  1.8943039e+002
  1.3783814e+003  1.5944959e+002
  1.0310815e+003  1.3282254e+002
  1.1881642e+003  1.7914523e+002
  1.5153384e+003  1.8794750e+002
  1.6768637e+003  1.9214603e+002
  1.7109589e+003  1.8833971e+002
  1.6012171e+003  1.8529041e+002
  1.2979802e+003  1.5261160e+002
  9.7522060e+002  1.2776418e+002
  1.1312614e+003  1.7421278e+002
  1.4437007e+003  1.8261752e+002
  1.5891124e+003  1.8523819e+002
  1.6582264e+003  1.8490004e+002
  1.5419449e+003  1.8046464e+002
  1.2791225e+003  1.5276337e+002
  9.6350773e+002  1.2809545e+002
  1.1051406e+003  1.7222856e+002
  1.3908513e+003  1.8034460e+002
  1.5269135e+003  1.8312448e+002
  1.4893529e+003  1.7080394e+002
  1.4717124e+003  1.8392664e+002
  1.2847041e+003  1.5546638e+002
  9.8445103e+002  1.2985935e+002
  1.1084212e+003  1.6913327e+002
  1.3524922e+003  1.7534425e+002
  1.4335000e+003  1.7668861e+002
  1.4863665e+003  1.7838105e+002
  1.4131763e+003  1.7710285e+002
  1.2296725e+003  1.5078615e+002
  9.5587060e+002  1.2918345e+002
  1.1274495e+003  1.7693447e+002
  1.4115582e+003  1.8340153e+002
  1.5139900e+003  1.8800672e+002
  1.5464115e+003  1.8673324e+002
  1.4395172e+003  1.7996425e+002
  1.1853233e+003  1.5198474e+002
  9.2090199e+002  1.2837418e+002
  1.0775494e+003  1.7566679e+002
  1.3660038e+003  1.8289707e+002
  1.4492558e+003  1.8128365e+002
  1.4567837e+003  1.8097058e+002
  1.4154326e+003  1.8441614e+002
  1.1404184e+003  1.4385268e+002
  9.1813584e+002  1.3362329e+002
  1.0928124e+003  1.7852010e+002
  1.3794239e+003  1.8575206e+002
  1.4662335e+003  1.8742421e+002
  1.5053266e+003  1.8773248e+002
  1.4510430e+003  1.8649432e+002
  1.2731090e+003  1.6369483e+002
  1.0516434e+003  1.5105603e+002
  1.1898744e+003  1.8243633e+002
  1.4096009e+003  1.9114791e+002
  1.5244613e+003  1.9452393e+002
  1.5840032e+003  2.0023385e+002
  1.5134332e+003  1.9722728e+002
  1.3043562e+003  1.6715815e+002
  1.0222557e+003  1.4321920e+002
  1.1405207e+003  1.8637459e+002
  1.3880580e+003  1.9492687e+002
  1.4920912e+003  1.9385902e+002
  1.5079923e+003  1.9367949e+002
  1.4547651e+003  1.9586848e+002
  1.2560010e+003  1.6706908e+002
  9.9244776e+002  1.4518649e+002
  1.1563285e+003  1.9510746e+002
  1.4436044e+003  2.0334497e+002
  1.5196759e+003  1.9831986e+002
  1.5097319e+003  1.9870057e+002
  1.4313033e+003  1.9857223e+002
  1.2478514e+003  1.7131861e+002
  9.7529618e+002  1.4496645e+002
  1.0790342e+003  1.8445015e+002
  1.3222430e+003  1.9289931e+002
  1.3957537e+003  1.9271638e+002
  1.4592040e+003  2.0367995e+002
  1.4158870e+003  2.0373524e+002
  1.2025844e+003  1.6495125e+002
  9.8271541e+002  1.5322784e+002
  9.3390441e+002  1.5320975e+002
  1.1877865e+003  1.9858674e+002
  1.4140504e+003  2.0505455e+002
  1.4914539e+003  2.0263979e+002
  1.4070433e+003  1.9886248e+002
  1.1673341e+003  1.6878679e+002
  9.4059679e+002  1.5395916e+002
  1.0987160e+003  2.0130444e+002
  1.4319831e+003  2.1836526e+002
  1.4713110e+003  2.0820614e+002
  1.4216658e+003  2.0392335e+002
  1.3280838e+003  2.0471717e+002
  1.1928574e+003  1.8033441e+002
  1.0047631e+003  1.6216453e+002
  1.1166478e+003  1.9985536e+002
  1.2889757e+003  1.9113291e+002
  1.0758058e+003  1.5667617e+002
  8.1532996e+002  1.2599868e+002
  8.0548161e+002  1.5753009e+002
  8.7782286e+002  1.5499723e+002
  8.3322238e+002  1.4626311e+002
  9.8840021e+002  1.7805937e+002
  1.1704376e+003  1.8262407e+002
  1.0304030e+003  1.5664326e+002
